OBJECTID,LifeCycleS,Shape.STLe,TRANSPORT_,TRANSPOR_1,TRAVEL_DIR,SPEED_LIMI,TOTAL_NUMB,DISASTER_R,TRUCK_ROUT,LEFT_LOCAL,RIGHT_LOCA,STRUCTURED,STRUCTUR_1,HIGHWAY_RO,HIGHWAY__1,SINGLE_HOU,FROM_LEFT_,TO_LEFT_HO,FROM_RIGHT,TO_RIGHT_H,ACCESS_RES,FROM_VEHIC,TO_VEHICLE,last_edite,AZIMUTH
4304,ACT,82.778882008879535,298949,RLO,B,"50","2",N,N,Saanich,Saanich,29740,Pepin Cres,,,,830,848,831,839,N,,,2024/11/18 21:50:32.000,109.516
4305,ACT,16.541209484798866,298950,RLO,B,"50","2",N,N,Saanich,Saanich,29740,Pepin Cres,,,,,,,,N,,,2024/11/18 21:50:32.000,108.948
4306,ACT,118.418605928301631,298951,RLO,B,"50","2",N,N,Saanich,Saanich,29740,Pepin Cres,,,,850,898,841,899,N,,,2024/11/18 21:50:32.000,134.790
7173,ACT,38.479915414729277,304400,RLO,B,"50","2",N,N,Saanich,Saanich,31934,Pepin Crt,,,,,,4270,4278,N,,,2024/11/18 21:50:32.000,30.016
7174,ACT,33.056244690922590,304401,RLO,B,"50","2",N,N,Saanich,Saanich,31934,Pepin Crt,,,,4271,4279,,,N,,,2024/11/18 21:50:32.000,359.927
4303,ACT,129.795595460131096,298948,RLO,B,"50","2",N,N,Saanich,Saanich,6205,Pepin Pl,,,,790,828,791,829,N,,,2024/11/18 21:50:32.000,110.019
8436,ACT,70.761785922063893,306371,RLO,B,"50","2",N,N,Langford,Langford,3204,Percy Pl,,,,701,719,700,718,N,,,2024/11/18 21:50:32.000,290.806
8438,ACT,42.347472917400871,306373,RLO,B,"50","2",N,N,Langford,Langford,3204,Percy Pl,,,,721,739,720,738,N,,,2024/11/18 21:50:32.000,290.740
9880,ACT,81.501708479641081,308954,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,3590,Perdue Rd,,,,101,119,100,118,N,,,2024/11/18 21:50:32.000,162.882
1681,ACT,113.205150816286306,295506,RLO,B,"50","2",N,N,North Saanich,North Saanich,17373,Peregrine Pl,,,,11340,11358,11339,11359,N,,,2024/11/18 21:50:32.000,2.542
9780,ACT,136.336303675651749,308818,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,18658,Peregrine Way,,,,100,118,101,121,N,,,2024/11/18 21:50:32.000,357.346
1250,ACT,141.996907737112934,294797,RLO,B,"50","2",N,N,Saanich,Saanich,94,Perez Dr,,,,900,998,901,999,N,,,2024/11/18 21:50:32.000,81.822
7751,ACT,68.547908811283222,305343,RLO,B,"50","2",N,N,Colwood,Colwood,19631,Perimeter Close,,,,3361,3399,3360,3398,N,,,2024/11/18 21:50:32.000,155.293
7749,ACT,129.280007344392601,305341,RLO,B,"50","2",N,N,Colwood,Colwood,21652,Perimeter Pl,,,,281,299,280,298,N,,,2024/11/18 21:50:32.000,299.460
7750,ACT,59.869656886356047,305342,RLO,B,"50","2",N,N,Colwood,Colwood,21652,Perimeter Pl,,,,311,319,310,318,N,,,2024/11/18 21:50:32.000,235.974
7752,ACT,49.408389171915246,305344,RLO,B,"50","2",N,N,Colwood,Colwood,21652,Perimeter Pl,,,,301,309,300,308,N,,,2024/11/18 21:50:32.000,243.432
3949,ACT,59.866068949068335,298455,RLO,B,"50","2",N,N,Saanich,Saanich,10509,Persimmon Close,,,,1260,1288,1261,1289,N,,,2024/11/18 21:50:32.000,64.301
3908,ACT,108.293775605664422,298407,RLO,B,"50","2",N,N,Saanich,Saanich,2823,Persimmon Dr,,,,3400,3438,3401,3439,N,,,2024/11/18 21:50:32.000,3.031
3946,ACT,50.642337058433625,298452,RLO,B,"50","2",N,N,Saanich,Saanich,2823,Persimmon Dr,,,,3910,3928,3915,3929,N,,,2024/11/18 21:50:32.000,353.901
3947,ACT,254.216810302727765,298453,RLO,B,"50","2",N,N,Saanich,Saanich,2823,Persimmon Dr,,,,3800,3908,3801,3913,N,,,2024/11/18 21:50:32.000,348.882
3948,ACT,43.480332410987842,298454,RLO,B,"50","2",N,N,Saanich,Saanich,24244,Persimmon Pl,,,,1290,1298,1291,1299,N,,,2024/11/18 21:50:32.000,80.003
9033,ACT,34.273832616297817,307377,RLO,B,"50","2",N,N,Sooke,Sooke,20697,Petemar Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,337.780
9035,ACT,120.678750681012630,307379,RLO,B,"50","2",N,N,Sooke,Sooke,20697,Petemar Rd,,,,2500,2518,2501,2519,N,,,2024/11/18 21:50:32.000,337.078
1934,ACT,152.029342242509216,295945,RLO,B,"30","2",N,N,Esquimalt,Esquimalt,19444,Peters St,,,,460,498,461,499,N,,,2024/11/18 21:50:32.000,11.643
1935,ACT,59.259603671759997,295946,RLO,B,"30","2",N,N,Esquimalt,Esquimalt,19444,Peters St,,,,450,458,451,459,N,,,2024/11/18 21:50:32.000,11.596
1936,ACT,148.830386883122742,295947,RLO,B,"30","2",N,N,Esquimalt,Esquimalt,19444,Peters St,,,,420,448,421,449,N,,,2024/11/18 21:50:32.000,11.264
1937,ACT,57.306471194098144,295948,RLO,B,"30","2",N,N,Esquimalt,Esquimalt,19444,Peters St,,,,400,418,401,419,N,,,2024/11/18 21:50:32.000,11.406
4188,ACT,71.790335993479914,298773,RLO,B,"50","2",N,N,Saanich,Saanich,27355,Peto Crt,,,,680,698,681,699,N,,,2024/11/18 21:50:32.000,66.012
19845,ACT,28.195887926041085,2404252,RLO,B,"50","2",N,N,Saanich,Saanich,14270,Peto Pl,,,,550,556,551,557,N,,,2024/11/18 21:50:32.000,90.538
19846,ACT,196.420739261336649,2404253,RLO,B,"50","2",N,N,Saanich,Saanich,14270,Peto Pl,,,,558,598,559,599,N,,,2024/11/18 21:50:32.000,79.628
12790,ACT,222.612395337557331,415566,RLO,B,"50","2",N,N,Jordan River,Jordan River,55874,Petrel Dr,,,,3640,3698,3641,3699,N,,,2024/11/18 21:50:32.000,358.873
12791,ACT,88.174023214663407,415567,RLO,B,"50","2",N,N,Jordan River,Jordan River,55874,Petrel Dr,,,,3600,3638,3601,3639,N,,,2024/11/18 21:50:32.000,3.458
24499,ACT,586.054827186244211,2650350,RLO,B,"50","2",N,N,Jordan River,Jordan River,55874,Petrel Dr,,,,3700,3800,3701,3799,N,,,2024/11/18 21:50:32.000,7.132
9425,ACT,63.494265865903195,308004,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,32295,Petrus Cres,,,,591,599,590,598,N,,,2024/11/18 21:50:32.000,130.592
1558,ACT,201.740153592274282,295211,RLO,B,"50","2",N,N,Saanich,Saanich,22517,Petworth Dr,,,,190,198,191,199,N,,,2024/11/18 21:50:32.000,108.006
1559,ACT,662.343913596910284,295212,RLO,B,"50","2",N,N,Saanich,Saanich,22517,Petworth Dr,,,,130,188,131,189,N,,,2024/11/18 21:50:32.000,172.090
14454,ACT,240.554497539714305,512361,RLO,B,"50","2",N,N,Saanich,Saanich,22517,Petworth Dr,,,,200,208,201,209,N,,,2024/11/18 21:50:32.000,31.448
18983,ACT,83.559912791302025,2205921,RLO,B,"50","2",N,N,Langford,Langford,64302,Pharoah Mews,,,,931,961,930,960,N,,,2024/11/18 21:50:32.000,92.695
18984,ACT,24.625282922435630,2205922,RLO,B,"50","2",N,N,Langford,Langford,64302,Pharoah Mews,,,,,,962,968,N,,,2024/11/18 21:50:32.000,12.437
106,ACT,92.241881886155582,293157,RLO,B,"50","2",N,N,View Royal,View Royal,28087,Pheasant Lane,,,,1211,1211,,,N,,,2024/11/18 21:50:32.000,292.955
10709,ACT,14.725186521738866,330972,RLO,F,"30","1",N,N,View Royal,View Royal,28087,Pheasant Lane,,,,,,,,N,,,2024/11/18 21:50:32.000,325.799
10710,ACT,117.266709945083846,330973,RLO,B,"30","2",N,N,View Royal,View Royal,28087,Pheasant Lane,,,,1301,1329,1300,1328,N,,,2024/11/18 21:50:32.000,298.897
15401,ACT,108.900502096196519,525834,RLO,B,"30","2",N,N,View Royal,View Royal,28087,Pheasant Lane,,,,1331,1357,1330,1356,N,,,2024/11/18 21:50:32.000,291.693
15402,ACT,69.277961120402495,525835,RLO,B,"30","2",N,N,View Royal,View Royal,28087,Pheasant Lane,,,,1359,1375,1358,1374,N,,,2024/11/18 21:50:32.000,291.449
15403,ACT,102.208657543517248,525836,RLO,B,"30","2",N,N,View Royal,View Royal,28087,Pheasant Lane,,,,1377,1399,1376,1398,N,,,2024/11/18 21:50:32.000,331.111
22064,ACT,17.649342191991177,2533249,RLO,F,"30","1",N,N,View Royal,View Royal,28087,Pheasant Lane,,,,,,,,N,,,2024/11/18 21:50:32.000,165.977
1354,ACT,100.845800292258971,294937,RLO,B,"50","2",N,N,Saanich,Saanich,23818,Pheasantwood Pl,,,,1000,1018,1001,1019,N,,,2024/11/18 21:50:32.000,125.451
1355,ACT,92.282619381170576,294938,RLO,B,"50","2",N,N,Saanich,Saanich,15076,Pheasantwood Terr,,,,4500,4512,4501,4509,N,,,2024/11/18 21:50:32.000,28.844
19808,ACT,164.755713959889476,2404143,RLO,B,"50","2",N,N,Saanich,Saanich,15076,Pheasantwood Terr,,,,4514,4562,4511,4563,N,,,2024/11/18 21:50:32.000,21.923
19809,ACT,18.149425186490067,2404144,RLO,B,"50","2",N,N,Saanich,Saanich,15076,Pheasantwood Terr,,,,4564,4568,4565,4569,N,,,2024/11/18 21:50:32.000,17.448
8170,ACT,20.647266299682386,305970,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,441,449,450,454,N,,,2024/11/18 21:50:32.000,327.968
8172,ACT,34.604258031201880,305972,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,301,439,300,448,N,,,2024/11/18 21:50:32.000,328.585
8173,ACT,130.253948082288872,305973,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,451,463,456,462,N,,,2024/11/18 21:50:32.000,21.301
8177,ACT,120.014271831065741,305978,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,501,509,490,512,N,,,2024/11/18 21:50:32.000,281.303
8179,ACT,124.054588735966178,305980,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,511,533,514,534,N,,,2024/11/18 21:50:32.000,269.021
8180,ACT,83.518693997304112,305983,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,535,549,536,544,N,,,2024/11/18 21:50:32.000,248.926
8182,ACT,176.556391717593101,305986,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,595,649,596,648,N,,,2024/11/18 21:50:32.000,289.558
12397,ACT,18.780946903710689,399143,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,465,469,464,468,N,,,2024/11/18 21:50:32.000,39.275
19263,ACT,217.493196811938844,2312201,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,471,489,470,482,N,,,2024/11/18 21:50:32.000,354.852
19264,ACT,95.546230004239007,2312202,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,491,499,484,488,N,,,2024/11/18 21:50:32.000,296.975
25499,ACT,244.425455560524711,2683324,RLO,B,"50","2",N,N,Langford,Langford,10050,Phelps Ave,,,,551,593,546,594,N,,,2024/11/18 21:50:32.000,262.550
5637,ACT,69.507037485782689,300952,RLO,B,"50","2",N,N,Victoria,Victoria,14479,Philippa Pl,,,,2,18,38,20,N,,,2024/11/18 21:50:32.000,266.383
14093,ACT,188.872761191077387,458108,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,60335,Phillimore Point Rd,,,,188,40,35,35,N,,,2024/11/18 21:50:32.000,334.453
14094,ACT,229.399544927411654,458109,RLO,B,"50","2",N,N,Galiano Island,Galiano Island,60335,Phillimore Point Rd,,,,247,367,234,434,N,,,2024/11/18 21:50:32.000,129.999
7050,ACT,30.145727925863174,303691,RLO,B,"50","2",N,N,Esquimalt,Esquimalt,15180,Phillion Pl,,,,1,29,0,28,N,,,2024/11/18 21:50:32.000,283.161
9185,ACT,187.145827066067454,307630,RLO,B,"40","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2100,2178,2101,2179,N,,,2024/11/18 21:50:32.000,329.738
13320,ACT,334.719749913684552,432069,RLO,B,"40","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2338,2368,2339,2369,N,,,2024/11/18 21:50:32.000,2.723
13321,ACT,192.992369116188314,432070,RLO,B,"40","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2370,2398,2371,2399,N,,,2024/11/18 21:50:32.000,336.730
13471,ACT,34.379158400548434,442719,RLO,B,"40","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,299.596
13472,ACT,156.286238175553450,442720,RLO,B,"40","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2050,2098,2051,2099,N,,,2024/11/18 21:50:32.000,321.281
15486,ACT,40.030526854457250,539508,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2260,2282,2261,2281,N,,,2024/11/18 21:50:32.000,329.438
16336,ACT,236.268693747483155,1647346,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2790,2818,2727,2807,N,,,2024/11/18 21:50:32.000,339.782
16995,ACT,585.272943220771822,1878615,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2472,2708,2471,2725,N,,,2024/11/18 21:50:32.000,337.951
16996,ACT,158.400344119255976,1878616,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2458,2470,2459,2469,N,,,2024/11/18 21:50:32.000,19.685
16997,ACT,59.218184823636257,1878618,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2452,2456,2451,2457,N,,,2024/11/18 21:50:32.000,54.516
17066,ACT,102.659743015615291,1878799,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2892,3034,2893,3035,N,,,2024/11/18 21:50:32.000,350.464
17067,ACT,75.354269847235599,1878800,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,3036,3038,,,N,,,2024/11/18 21:50:32.000,357.795
17068,ACT,134.797656237036279,1878801,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,3040,3042,,,N,,,2024/11/18 21:50:32.000,355.166
17069,ACT,102.140191332825054,1878802,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,3044,3044,3037,3039,N,,,2024/11/18 21:50:32.000,352.483
17070,ACT,117.809855225084135,1878803,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,3046,3052,3041,3047,N,,,2024/11/18 21:50:32.000,347.291
17071,ACT,114.986006320397621,1878804,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,3054,3058,3049,3055,N,,,2024/11/18 21:50:32.000,10.908
17072,ACT,269.094665023916377,1878805,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,3060,3068,3057,3069,N,,,2024/11/18 21:50:32.000,56.192
17073,ACT,1011.261335754431798,1878806,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,3070,3798,3071,3799,N,,,2024/11/18 21:50:32.000,7.875
17074,ACT,350.631404462136345,1878807,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2848,2858,2809,2829,N,,,2024/11/18 21:50:32.000,334.645
17075,ACT,147.505936843926975,1878808,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2860,2890,2831,2891,N,,,2024/11/18 21:50:32.000,319.559
17078,ACT,42.561231405587876,1878812,RLO,B,"50","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,310.884
17079,ACT,426.425079353646026,1878813,RLO,B,"50","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2820,2836,2840,2846,N,,,2024/11/18 21:50:32.000,254.271
17084,ACT,188.731587403657187,1878820,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2180,2230,2181,2229,N,,,2024/11/18 21:50:32.000,342.401
17085,ACT,177.162139591905742,1878821,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2232,2258,2231,2259,N,,,2024/11/18 21:50:32.000,349.667
18407,ACT,244.438840368815562,1959189,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2400,2450,2401,2449,N,,,2024/11/18 21:50:32.000,5.848
20036,ACT,205.976136137487117,2404801,RLO,B,"50","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2740,2780,4212,4212,N,,,2024/11/18 21:50:32.000,357.240
21403,ACT,40.582923917121001,2421185,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,18.314
22681,ACT,126.726469581091351,2613735,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2284,2298,2283,2299,N,,,2024/11/18 21:50:32.000,11.114
22682,ACT,209.421434657003232,2613736,RLO,B,"30","2",N,N,Sooke,Sooke,18849,Phillips Rd,,,,2300,2336,2301,2337,N,,,2024/11/18 21:50:32.000,336.652
12002,ACT,9.024294889906912,383399,RLO,B,"50","2",N,N,Langford,Langford,5579,Phipps Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,201.756
12318,ACT,96.091742258323109,398946,RLO,B,"50","2",N,N,Langford,Langford,5579,Phipps Rd,,,,2941,2945,2940,2944,N,,,2024/11/18 21:50:32.000,201.224
12319,ACT,82.066863241450250,398948,RLO,B,"50","2",N,N,Langford,Langford,5579,Phipps Rd,,,,2947,2949,2946,2948,N,,,2024/11/18 21:50:32.000,201.326
12320,ACT,310.732745419358480,398949,RLO,B,"50","2",N,N,Langford,Langford,5579,Phipps Rd,,,,2951,2999,2950,2998,N,,,2024/11/18 21:50:32.000,202.186
12916,ACT,17.318398439809613,415791,RLO,B,"30","2",N,N,Langford,Langford,5579,Phipps Rd,,,,2921,2923,,,N,,,2024/11/18 21:50:32.000,200.858
12917,ACT,6.809338953231804,415792,RLO,B,"30","2",N,N,Langford,Langford,5579,Phipps Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,199.426
12918,ACT,30.363108704149514,415793,RLO,B,"30","2",N,N,Langford,Langford,5579,Phipps Rd,,,,2925,2929,2922,2928,N,,,2024/11/18 21:50:32.000,200.575
13163,ACT,27.234258474392135,427060,RLO,B,"50","2",N,N,Langford,Langford,5579,Phipps Rd,,,,2931,2931,2930,2930,N,,,2024/11/18 21:50:32.000,200.105
13301,ACT,20.429749638211430,432032,RLO,B,"30","2",N,N,Langford,Langford,5579,Phipps Rd,,,,2901,2903,2900,2904,N,,,2024/11/18 21:50:32.000,201.257
15705,ACT,73.034004263014353,570090,RLO,B,"30","2",N,N,Langford,Langford,5579,Phipps Rd,,,,2905,2919,2906,2920,N,,,2024/11/18 21:50:32.000,201.257
19137,ACT,51.375463224383680,2309847,RLO,B,"50","2",N,N,Langford,Langford,5579,Phipps Rd,,,,2933,2933,2932,2932,N,,,2024/11/18 21:50:32.000,200.106
19138,ACT,161.338456961165946,2309848,RLO,B,"50","2",N,N,Langford,Langford,5579,Phipps Rd,,,,2935,2939,2934,2938,N,,,2024/11/18 21:50:32.000,200.106
2116,ACT,70.170821901200497,296175,RLO,B,"50","2",N,N,Esquimalt,Esquimalt,11481,Phoenix St,,,,820,838,821,839,N,,,2024/11/18 21:50:32.000,358.597
5066,ACT,170.739593192264579,300025,RLO,B,"50","2",N,N,Esquimalt,Esquimalt,11481,Phoenix St,,,,840,898,841,899,N,,,2024/11/18 21:50:32.000,359.280
9303,ACT,95.956207566722469,307805,RLO,B,"50","2",N,N,View Royal,View Royal,26547,Phyllis Dr,,,,101,119,100,118,N,,,2024/11/18 21:50:32.000,325.981
6170,ACT,304.837212559845000,301832,RLO,B,"50","2",N,N,Saanich,Saanich,30169,Phyllis St,,,,2870,2918,2871,2919,N,,,2024/11/18 21:50:32.000,135.352
6171,ACT,60.018462273221111,301833,RLO,B,"50","2",N,N,Saanich,Saanich,30169,Phyllis St,,,,,,,,N,,,2024/11/18 21:50:32.000,137.674
6332,ACT,159.287847308145558,302059,RLO,B,"50","2",N,N,Saanich,Saanich,30169,Phyllis St,,,,2920,2980,2921,2979,N,,,2024/11/18 21:50:32.000,140.168
8028,ACT,205.609428734978593,305735,RLO,B,"30","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,3031,3059,3030,3058,N,,,2024/11/18 21:50:32.000,200.552
8029,ACT,188.330707863853149,305736,RLO,B,"30","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,3001,3029,3000,3028,N,,,2024/11/18 21:50:32.000,201.464
8038,ACT,114.900670791914735,305746,RLO,B,"50","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,2801,2825,2800,2830,N,,,2024/11/18 21:50:32.000,345.513
8039,ACT,32.511612322522545,305747,RLO,B,"50","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,2827,2829,2837,2831,N,,,2024/11/18 21:50:32.000,267.985
8040,ACT,156.900767571680007,305748,RLO,B,"50","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,2839,2849,2832,2848,N,,,2024/11/18 21:50:32.000,26.483
8354,ACT,203.238024060148604,306214,RLO,B,"30","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,2951,2999,2950,2998,N,,,2024/11/18 21:50:32.000,201.439
8563,ACT,98.246389449027589,306584,RLO,B,"30","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,2917,2929,2914,2928,N,,,2024/11/18 21:50:32.000,201.471
8565,ACT,247.519474973843444,306588,RLO,B,"30","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,2851,2899,2850,2898,N,,,2024/11/18 21:50:32.000,78.828
8930,ACT,124.575064950229390,307236,RLO,B,"30","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,2901,2915,2900,2912,N,,,2024/11/18 21:50:32.000,129.395
18686,ACT,156.325820107495559,2069041,RLO,B,"30","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,2931,2945,2930,2944,N,,,2024/11/18 21:50:32.000,201.444
18687,ACT,45.334890948694245,2069042,RLO,B,"30","2",N,N,Colwood,Colwood,30857,Pickford Rd,,,,2947,2949,2946,2948,N,,,2024/11/18 21:50:32.000,201.444
1652,ACT,297.597189391253210,295428,RLO,B,"50","2",N,N,Saanich,Saanich,12387,Piedmont Dr,,,,740,798,741,799,N,,,2024/11/18 21:50:32.000,92.356
7400,ACT,197.306848478750027,304781,RLO,F,"50","1",N,N,Saanich,Saanich,12387,Piedmont Dr,,,,,,,,N,,,2024/11/18 21:50:32.000,2.988
7401,ACT,168.872181344513308,304782,RLO,B,"50","2",N,N,Saanich,Saanich,12387,Piedmont Dr,,,,700,738,701,739,N,,,2024/11/18 21:50:32.000,86.034
7402,ACT,75.665405290956613,304783,RLO,F,"50","1",N,N,Saanich,Saanich,12387,Piedmont Dr,,,,,,,,N,,,2024/11/18 21:50:32.000,323.735
21043,ACT,86.597942738190810,2406404,RLO,B,"50","2",N,N,Saanich,Saanich,34922,Piedmont Gdns,,,,800,820,801,821,N,,,2024/11/18 21:50:32.000,101.467
21044,ACT,25.265946874726946,2406405,RLO,B,"50","2",N,N,Saanich,Saanich,34922,Piedmont Gdns,,,,822,828,823,829,N,,,2024/11/18 21:50:32.000,163.960
232,ACT,135.080092443945830,293345,RLO,B,"50","2",N,N,Sidney,Sidney,10386,Piercy Ave,,,,2050,2058,2051,2059,N,,,2024/11/18 21:50:32.000,200.262
243,ACT,76.822222163251695,293373,RLO,B,"50","2",N,N,Sidney,Sidney,10386,Piercy Ave,,,,2090,2098,2087,2099,N,,,2024/11/18 21:50:32.000,90.939
244,ACT,140.424231467707727,293374,RLO,B,"50","2",N,N,Sidney,Sidney,10386,Piercy Ave,,,,2076,2088,2073,2085,N,,,2024/11/18 21:50:32.000,97.682
1599,ACT,121.484935177203738,295274,RLO,B,"50","2",N,N,Sidney,Sidney,10386,Piercy Ave,,,,2060,2074,2061,2071,N,,,2024/11/18 21:50:32.000,182.130
5997,ACT,98.307373955155043,301554,RLO,B,"50","2",N,N,Victoria,Victoria,15647,Piermont Pl,,,,800,828,801,829,N,,,2024/11/18 21:50:32.000,346.458
1543,ACT,304.355825862896154,295189,RLO,B,"50","2",N,N,North Saanich,North Saanich,1097,Piers Rd,,,,11230,11308,11231,11309,N,,,2024/11/18 21:50:32.000,2.742
1544,ACT,53.102001522541499,295190,RLO,B,"50","2",N,N,North Saanich,North Saanich,1097,Piers Rd,,,,,,,,N,,,2024/11/18 21:50:32.000,4.549
9507,ACT,49.984751263260279,308107,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,88815,Piggott Rd,,,,521,529,520,528,N,,,2024/11/18 21:50:32.000,86.902
9508,ACT,197.999252152105043,308108,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,88815,Piggott Rd,,,,531,549,530,548,N,,,2024/11/18 21:50:32.000,112.462
9509,ACT,99.931914951130594,308109,RLO,B,"50","2",N,N,Mayne Island,Mayne Island,88815,Piggott Rd,,,,551,559,550,558,N,,,2024/11/18 21:50:32.000,148.467
13333,ACT,9.049529336379877,432095,RLO,B,"50","2",N,N,Sooke,Sooke,57953,Pike Pole Lane,,,,,,,,N,,,2024/11/18 21:50:32.000,316.612
12205,ACT,267.540037867551405,398709,RLO,B,"50","2",N,N,East Sooke,East Sooke,3201,Pike Rd,,,,1350,1398,1351,1399,N,,,2024/11/18 21:50:32.000,340.307
3904,ACT,89.612936043795287,298402,RLO,B,"50","2",N,N,Saanich,Saanich,3336,Pike St,,,,1270,1298,1271,1299,N,,,2024/11/18 21:50:32.000,90.809
16318,ACT,99.673807303001212,1635556,RLO,B,"50","2",N,N,Langford,Langford,61593,Pilatus Run,,,,2901,2929,2900,2928,N,,,2024/11/18 21:50:32.000,202.720
25225,ACT,51.940538330864456,2661228,RLO,B,"50","2",N,N,Victoria,Victoria,6092,Pilot St,,,,0,10,1,11,N,,,2024/11/18 21:50:32.000,35.416
25226,ACT,188.807487448921933,2661229,RLO,B,"50","2",N,N,Victoria,Victoria,6092,Pilot St,,,,12,98,13,99,N,,,2024/11/18 21:50:32.000,35.990
8808,ACT,12.994416234675567,307040,RLO,B,"50","2",N,N,East Sooke,East Sooke,24316,Pim Head Rd,,,,5781,5783,5780,5782,N,,,2024/11/18 21:50:32.000,231.410
8809,ACT,166.022566213058269,307042,RLO,B,"50","2",N,N,East Sooke,East Sooke,24316,Pim Head Rd,,,,5741,5779,5740,5778,N,,,2024/11/18 21:50:32.000,229.169
8811,ACT,85.887520857740384,307044,RLO,B,"50","2",N,N,East Sooke,East Sooke,24316,Pim Head Rd,,,,5735,5739,5734,5738,N,,,2024/11/18 21:50:32.000,186.713
15073,ACT,275.096295162954618,513460,RLO,B,"50","2",N,N,East Sooke,East Sooke,24316,Pim Head Rd,,,,5785,5829,5784,5830,N,,,2024/11/18 21:50:32.000,211.227
4773,ACT,100.834322403956833,299577,RLO,B,"50","2",N,N,Saanich,Saanich,12318,Pimlott Pl,,,,4440,4468,4441,4469,N,,,2024/11/18 21:50:32.000,21.747
24769,ACT,227.851161923719815,2651905,RLO,B,"50","2",N,N,Salt Spring Island,Salt Spring Island,8333,Pine Pl,,,,100,148,101,149,N,,,2024/11/18 21:50:32.000,323.915
1990,ACT,283.708234260569213,296014,RLO,B,"50","2",N,N,Victoria,Victoria,8192,Pine St,,,,600,712,601,709,N,,,2024/11/18 21:50:32.000,252.536
